"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Oregon","Klamath",2022,365,267,94,2,2,0,0,160,66,29,0,0,0,365,0
"Oregon","Lake",2022,365,304,57,4,0,0,0,129,60,19,0,0,0,360,5
"Oregon","Lane",2022,365,227,99,5,15,9,10,385,116,38,0,0,96,269,0
"Oregon","Linn",2022,365,296,67,2,0,0,0,127,61,25,0,0,0,365,0
"Oregon","Marion",2022,365,278,80,5,2,0,0,164,67,33,0,0,135,230,0
"Oregon","Multnomah",2022,365,299,61,3,2,0,0,161,58,34,0,2,227,136,0
"Oregon","Umatilla",2022,365,291,71,3,0,0,0,141,62,37,0,0,136,229,0
"Oregon","Union",2022,361,321,36,4,0,0,0,130,52,21,0,0,0,355,6
"Oregon","Wallowa",2022,343,304,31,3,5,0,0,183,52,20,0,0,0,343,0
"Oregon","Wasco",2022,161,161,0,0,0,0,0,38,18,12,0,0,0,161,0
"Oregon","Washington",2022,365,275,87,1,2,0,0,161,64,32,0,9,184,172,0
"Pennsylvania","Adams",2022,365,292,73,0,0,0,0,97,55,41,0,0,230,135,0
"Pennsylvania","Allegheny",2022,365,186,168,10,1,0,0,151,82,49,0,0,137,228,0
"Pennsylvania","Armstrong",2022,365,268,95,2,0,0,0,122,59,41,0,0,183,182,0
"Pennsylvania","Beaver",2022,364,245,118,1,0,0,0,112,62,44,0,4,155,205,0
"Pennsylvania","Berks",2022,365,285,78,2,0,0,0,101,62,41,0,0,200,165,0
"Pennsylvania","Blair",2022,363,296,67,0,0,0,0,97,54,39,0,0,173,190,0
"Pennsylvania","Bradford",2022,303,279,24,0,0,0,0,80,49,37,0,1,220,82,0
"Pennsylvania","Bucks",2022,237,196,39,2,0,0,0,119,64,41,0,0,237,0,0
"Pennsylvania","Cambria",2022,363,252,110,1,0,0,0,119,62,43,2,2,140,219,0
"Pennsylvania","Centre",2022,365,309,56,0,0,0,0,88,54,40,0,0,250,115,0
"Pennsylvania","Chester",2022,364,307,57,0,0,0,0,80,54,37,0,0,158,206,0
"Pennsylvania","Clearfield",2022,219,215,4,0,0,0,0,97,44,35,0,0,219,0,0
"Pennsylvania","Cumberland",2022,360,292,67,1,0,0,0,113,56,33,0,0,0,360,0
"Pennsylvania","Dauphin",2022,365,263,99,3,0,0,0,127,64,42,0,0,171,192,2
"Pennsylvania","Delaware",2022,365,278,87,0,0,0,0,94,61,39,0,5,72,288,0
"Pennsylvania","Elk",2022,363,353,9,1,0,0,0,101,45,35,0,0,363,0,0
"Pennsylvania","Erie",2022,365,325,40,0,0,0,0,90,52,34,0,9,186,170,0
"Pennsylvania","Fayette",2022,302,259,43,0,0,0,0,87,54,40,0,0,198,104,0
"Pennsylvania","Franklin",2022,237,225,12,0,0,0,0,84,47,39,0,0,237,0,0
"Pennsylvania","Greene",2022,294,260,34,0,0,0,0,100,52,38,0,0,194,100,0
"Pennsylvania","Indiana",2022,365,328,36,1,0,0,0,105,51,38,0,0,178,187,0
"Pennsylvania","Lackawanna",2022,363,315,48,0,0,0,0,71,54,38,4,38,193,128,0
"Pennsylvania","Lancaster",2022,365,153,205,6,1,0,0,152,77,54,0,0,63,302,0
"Pennsylvania","Lawrence",2022,243,223,18,2,0,0,0,126,48,37,0,0,243,0,0
"Pennsylvania","Lebanon",2022,364,289,73,2,0,0,0,108,59,38,0,0,161,203,0
"Pennsylvania","Lehigh",2022,359,295,64,0,0,0,0,99,56,38,0,0,177,168,14
"Pennsylvania","Luzerne",2022,235,224,11,0,0,0,0,74,47,37,0,0,235,0,0
"Pennsylvania","Lycoming",2022,304,271,33,0,0,0,0,78,51,38,0,0,201,103,0
"Pennsylvania","Mercer",2022,365,324,38,3,0,0,0,136,52,38,0,0,318,47,0
"Pennsylvania","Monroe",2022,202,184,18,0,0,0,0,93,49,39,0,0,202,0,0
"Pennsylvania","Montgomery",2022,362,289,72,1,0,0,0,108,58,40,0,0,182,180,0
"Pennsylvania","Northampton",2022,358,262,94,2,0,0,0,118,63,42,0,8,187,163,0
"Pennsylvania","Philadelphia",2022,365,228,133,4,0,0,0,113,71,46,0,27,173,165,0
"Pennsylvania","Somerset",2022,360,351,9,0,0,0,0,90,45,34,0,0,360,0,0
"Pennsylvania","Susquehanna",2022,279,267,12,0,0,0,0,63,44,25,0,0,0,279,0
"Pennsylvania","Tioga",2022,302,278,24,0,0,0,0,77,48,37,0,5,224,73,0
"Pennsylvania","Washington",2022,365,261,104,0,0,0,0,87,59,44,0,3,141,221,0
"Pennsylvania","Westmoreland",2022,304,268,36,0,0,0,0,73,52,35,0,0,138,166,0
"Pennsylvania","Wyoming",2022,270,258,12,0,0,0,0,60,42,26,0,0,0,270,0
"Pennsylvania","York",2022,365,277,87,1,0,0,0,105,61,42,0,17,193,155,0
"Puerto Rico","Bayamon",2022,358,345,13,0,0,0,0,75,30,14,137,0,137,84,0
"Puerto Rico","Caguas",2022,307,291,14,0,0,2,0,231,27,9,55,157,0,95,0
"Puerto Rico","Catano",2022,309,251,58,0,0,0,0,84,59,28,0,0,0,221,88
"Puerto Rico","Fajardo",2022,84,76,8,0,0,0,0,75,49,19,0,0,0,69,15
"Puerto Rico","Guayama",2022,67,65,2,0,0,0,0,63,26,14,0,0,0,32,35
"Puerto Rico","Guaynabo",2022,94,85,9,0,0,0,0,77,46,22,0,0,0,69,25
"Puerto Rico","Mayagnez",2022,321,280,36,4,1,0,0,154,53,31,0,0,98,223,0
"Puerto Rico","Ponce",2022,295,271,24,0,0,0,0,99,45,16,118,0,0,71,106
"Rhode Island","Kent",2022,358,341,17,0,0,0,0,100,45,31,0,0,207,151,0
"Rhode Island","Providence",2022,365,309,55,1,0,0,0,108,55,38,0,6,253,105,1
"Rhode Island","Washington",2022,356,323,29,3,1,0,0,164,50,34,0,0,213,143,0
"South Carolina","Aiken",2022,271,246,25,0,0,0,0,87,50,37,0,0,271,0,0
"South Carolina","Anderson",2022,246,230,16,0,0,0,0,74,48,39,0,0,246,0,0
"South Carolina","Berkeley",2022,234,221,13,0,0,0,0,80,49,36,0,0,234,0,0
"South Carolina","Charleston",2022,365,299,66,0,0,0,0,84,54,39,0,1,160,202,2
"South Carolina","Chesterfield",2022,343,305,38,0,0,0,0,97,51,36,0,0,202,141,0
"South Carolina","Darlington",2022,265,249,16,0,0,0,0,84,47,36,0,0,265,0,0
"South Carolina","Edgefield",2022,364,322,42,0,0,0,0,71,51,38,0,0,227,137,0
"South Carolina","Florence",2022,333,282,51,0,0,0,0,76,54,33,0,0,0,333,0
"South Carolina","Greenville",2022,365,253,112,0,0,0,0,97,61,43,0,0,192,173,0
"South Carolina","Horry",2022,263,247,16,0,0,0,0,93,49,38,0,0,263,0,0
"South Carolina","Lexington",2022,363,331,32,0,0,0,0,72,48,29,0,0,0,324,39
"South Carolina","Richland",2022,365,321,44,0,0,0,0,93,51,39,0,5,273,87,0
"South Carolina","Spartanburg",2022,363,280,83,0,0,0,0,87,58,43,0,0,189,174,0
"South Carolina","York",2022,363,301,61,1,0,0,0,126,54,39,0,0,215,148,0
"South Dakota","Brookings",2022,364,323,41,0,0,0,0,87,53,35,0,0,284,33,47
"South Dakota","Brown",2022,350,332,18,0,0,0,0,93,41,20,0,0,0,151,199
"South Dakota","Clay",2022,365,342,23,0,0,0,0,87,48,36,0,0,288,77,0
"South Dakota","Codington",2022,365,311,53,1,0,0,0,101,55,37,0,0,274,52,39
"South Dakota","Custer",2022,362,303,57,2,0,0,0,130,55,41,0,0,339,21,2
"South Dakota","Hughes",2022,362,357,5,0,0,0,0,58,21,5,0,0,0,362,0
"South Dakota","Jackson",2022,365,317,48,0,0,0,0,97,54,39,0,0,338,25,2
"South Dakota","Meade",2022,364,347,17,0,0,0,0,71,48,39,0,0,357,0,7
"South Dakota","Minnehaha",2022,365,313,51,1,0,0,0,105,54,37,0,0,302,38,25
"South Dakota","Pennington",2022,363,257,104,2,0,0,0,116,68,33,0,22,0,153,188
"Tennessee","Anderson",2022,245,228,17,0,0,0,0,80,48,39,0,0,245,0,0
"Tennessee","Blount",2022,365,306,58,1,0,0,0,115,58,42,0,0,286,79,0
"Tennessee","Claiborne",2022,363,355,8,0,0,0,0,74,44,34,0,0,363,0,0
"Tennessee","Davidson",2022,365,240,123,2,0,0,0,143,64,43,0,25,133,207,0
"Tennessee","DeKalb",2022,359,348,11,0,0,0,0,100,45,35,0,0,359,0,0
"Tennessee","Dyer",2022,356,322,33,1,0,0,0,102,50,29,0,0,0,356,0
"Tennessee","Hamilton",2022,341,242,98,1,0,0,0,105,64,43,0,0,150,191,0
"Tennessee","Jefferson",2022,244,219,25,0,0,0,0,87,51,41,0,0,244,0,0
"Tennessee","Knox",2022,365,267,98,0,0,0,0,74,58,41,0,0,136,229,0
"Tennessee","Lawrence",2022,351,337,14,0,0,0,0,80,42,20,0,0,0,351,0
"Tennessee","Loudon",2022,365,342,23,0,0,0,0,77,47,34,0,0,205,160,0
"Tennessee","Madison",2022,359,315,43,1,0,0,0,102,52,30,0,0,0,359,0
"Tennessee","Maury",2022,344,325,19,0,0,0,0,79,44,25,0,0,0,344,0
"Tennessee","McMinn",2022,357,325,32,0,0,0,0,70,50,30,0,0,0,357,0
"Tennessee","Montgomery",2022,359,331,28,0,0,0,0,85,48,27,0,0,0,359,0
"Tennessee","Putnam",2022,347,334,13,0,0,0,0,79,42,24,0,0,0,347,0
"Tennessee","Roane",2022,340,318,21,0,1,0,0,159,47,27,0,0,0,340,0
"Tennessee","Sevier",2022,362,314,48,0,0,0,0,93,54,42,0,0,362,0,0
"Tennessee","Shelby",2022,365,267,88,8,2,0,0,159,67,42,0,3,243,118,1
"Tennessee","Sullivan",2022,364,331,33,0,0,0,0,87,50,36,0,0,227,137,0
"Tennessee","Sumner",2022,358,299,58,1,0,0,0,147,55,38,0,0,191,167,0
"Tennessee","Williamson",2022,244,209,33,2,0,0,0,122,54,41,0,0,244,0,0
"Tennessee","Wilson",2022,242,221,20,1,0,0,0,122,49,39,0,0,242,0,0
"Texas","Atascosa",2022,356,285,69,2,0,0,0,115,58,33,0,0,0,356,0
"Texas","Bell",2022,365,272,90,3,0,0,0,129,71,43,0,0,287,78,0
"Texas","Bexar",2022,365,192,160,12,1,0,0,194,80,49,0,1,162,201,1
"Texas","Bowie",2022,349,254,95,0,0,0,0,99,60,41,0,0,0,349,0
"Texas","Brazoria",2022,365,311,46,8,0,0,0,119,61,35,0,5,360,0,0
"Texas","Brazos",2022,345,316,29,0,0,0,0,93,47,30,0,0,0,345,0
"Texas","Brewster",2022,357,300,57,0,0,0,0,87,54,41,0,0,307,50,0
"Texas","Cameron",2022,365,259,103,3,0,0,0,120,66,42,0,0,141,224,0
"Texas","Collin",2022,359,289,63,7,0,0,0,143,71,40,0,0,359,0,0
"Texas","Culberson",2022,175,111,60,4,0,0,0,119,80,32,0,0,78,97,0
"Texas","Dallas",2022,365,235,113,17,0,0,0,148,74,45,0,18,213,133,1
"Texas","Denton",2022,365,231,114,19,1,0,0,187,87,44,0,0,311,54,0
"Texas","Ector",2022,360,315,45,0,0,0,0,93,52,28,0,0,0,360,0
"Texas","El Paso",2022,365,134,211,19,1,0,0,163,84,54,0,15,183,149,18
"Texas","Ellis",2022,364,327,37,0,0,0,0,97,51,37,0,8,335,21,0
"Texas","Galveston",2022,365,287,71,6,1,0,0,159,64,40,0,1,246,118,0
"Texas","Gregg",2022,365,329,35,1,0,0,0,143,50,35,0,2,363,0,0
"Texas","Harris",2022,365,128,210,22,5,0,0,179,93,55,0,8,126,184,47
"Texas","Harrison",2022,328,237,86,4,1,0,0,173,61,43,0,2,170,156,0
"Texas","Hidalgo",2022,365,264,98,3,0,0,0,136,67,41,0,0,156,208,1
"Texas","Hood",2022,360,295,54,11,0,0,0,150,64,38,0,0,360,0,0
"Texas","Hunt",2022,358,330,28,0,0,0,0,97,50,36,0,5,353,0,0
"Texas","Jefferson",2022,365,275,85,5,0,0,0,129,63,43,0,0,209,156,0
"Texas","Johnson",2022,362,281,67,13,1,0,0,156,74,41,0,0,362,0,0
"Texas","Karnes",2022,349,349,0,0,0,0,0,34,17,6,0,349,0,0,0
"Texas","Kaufman",2022,365,288,74,3,0,0,0,112,61,42,0,1,280,84,0
"Texas","Kleberg",2022,347,254,89,4,0,0,0,133,61,35,0,0,0,347,0
"Texas","Lubbock",2022,347,321,24,2,0,0,0,138,44,20,0,0,0,347,0
"Texas","Maverick",2022,349,297,51,1,0,0,0,107,57,27,0,0,0,349,0
"Texas","McLennan",2022,364,285,79,0,0,0,0,100,61,41,3,0,210,151,0
"Texas","Montgomery",2022,364,249,109,6,0,0,0,126,68,44,0,1,226,137,0
"Texas","Navarro",2022,364,287,76,1,0,0,0,101,61,42,0,3,267,94,0
"Texas","Nueces",2022,365,273,90,2,0,0,0,106,61,41,0,0,177,188,0
"Texas","Orange",2022,365,307,56,2,0,0,0,108,55,38,0,4,215,146,0
"Texas","Parker",2022,358,290,54,14,0,0,0,147,67,40,0,0,358,0,0
"Texas","Polk",2022,328,313,15,0,0,0,0,97,46,32,0,0,328,0,0
"Texas","Potter",2022,359,340,18,1,0,0,0,108,43,23,0,0,0,359,0
"Texas","Randall",2022,338,251,83,4,0,0,0,122,77,44,0,0,338,0,0
"Texas","Rockwall",2022,360,339,21,0,0,0,0,100,47,34,0,0,360,0,0
"Texas","Smith",2022,363,289,68,6,0,0,0,122,64,40,0,19,344,0,0
"Texas","Tarrant",2022,365,208,135,20,2,0,0,172,90,48,0,14,216,135,0
"Texas","Travis",2022,365,246,112,7,0,0,0,129,75,44,0,10,201,154,0
"Texas","Victoria",2022,354,342,12,0,0,0,0,74,46,30,0,0,354,0,0
"Texas","Webb",2022,361,276,83,2,0,0,0,114,66,35,0,0,30,316,15
"Texas","Wilson",2022,300,300,0,0,0,0,0,44,21,8,0,300,0,0,0
"Utah","Box Elder",2022,281,266,15,0,0,0,0,90,47,35,0,16,265,0,0
"Utah","Cache",2022,365,268,90,6,1,0,0,154,67,44,0,0,262,103,0
"Utah","Carbon",2022,364,326,38,0,0,0,0,74,51,42,0,1,353,10,0
"Utah","Davis",2022,365,232,123,10,0,0,0,147,84,44,0,40,260,65,0
"Utah","Duchesne",2022,365,231,130,3,1,0,0,177,71,47,0,0,321,36,8
"Utah","Garfield",2022,293,247,46,0,0,0,0,93,58,44,0,0,259,34,0
"Utah","Iron",2022,365,318,47,0,0,0,0,80,52,41,0,14,330,21,0
"Utah","Salt Lake",2022,365,184,159,22,0,0,0,147,96,50,0,44,208,99,14
"Utah","San Juan",2022,364,311,53,0,0,0,0,84,54,44,0,0,361,3,0
"Utah","Tooele",2022,365,267,92,6,0,0,0,119,69,43,0,1,291,73,0
"Utah","Uintah",2022,365,259,106,0,0,0,0,93,64,46,0,1,343,21,0
"Utah","Utah",2022,365,245,115,5,0,0,0,119,74,45,0,9,263,80,13
"Utah","Washington",2022,365,293,72,0,0,0,0,97,61,44,0,0,353,12,0
"Utah","Wayne",2022,122,121,1,0,0,0,0,57,23,9,0,0,0,122,0
"Utah","Weber",2022,365,228,132,5,0,0,0,121,74,45,0,23,252,83,7
"Vermont","Bennington",2022,365,349,16,0,0,0,0,74,45,35,0,0,319,46,0
"Vermont","Chittenden",2022,365,340,25,0,0,0,0,89,48,38,0,0,281,84,0
"Vermont","Rutland",2022,365,324,41,0,0,0,0,71,52,35,0,1,230,134,0
"Vermont","Windham",2022,71,71,0,0,0,0,0,33,18,8,0,0,0,71,0
"Virgin Islands","St Croix",2022,26,23,3,0,0,0,0,63,56,22,0,0,0,26,0
"Virgin Islands","St John",2022,120,107,13,0,0,0,0,76,54,15,0,0,0,120,0
"Virginia","Albemarle",2022,361,328,33,0,0,0,0,67,50,38,0,0,175,186,0
"Virginia","Arlington",2022,365,335,30,0,0,0,0,100,49,36,0,50,289,26,0
"Virginia","Bristol City",2022,116,112,4,0,0,0,0,62,44,24,0,0,0,116,0
"Virginia","Caroline",2022,243,236,7,0,0,0,0,67,46,36,0,0,243,0,0
"Virginia","Carroll",2022,56,56,0,0,0,0,0,23,13,7,0,0,0,0,56
"Virginia","Charles",2022,356,343,13,0,0,0,0,74,46,32,0,87,224,45,0
"Virginia","Chesterfield",2022,286,275,11,0,0,0,0,80,47,37,0,0,237,49,0
"Virginia","Fairfax",2022,365,309,56,0,0,0,0,87,53,40,0,29,195,141,0
"Virginia","Fauquier",2022,244,237,7,0,0,0,0,71,44,34,0,0,244,0,0
"Virginia","Frederick",2022,334,287,47,0,0,0,0,88,52,37,0,0,183,150,1
"Virginia","Giles",2022,358,329,29,0,0,0,0,100,50,38,0,0,358,0,0
"Virginia","Hampton City",2022,363,332,31,0,0,0,0,77,50,38,2,0,205,156,0
"Virginia","Hanover",2022,239,226,13,0,0,0,0,77,49,39,0,0,239,0,0
"Virginia","Henrico",2022,364,315,48,1,0,0,0,112,53,40,0,2,232,130,0
"Virginia","Hopewell City",2022,51,51,0,0,0,0,0,23,12,7,0,0,0,0,51
"Virginia","Loudoun",2022,364,338,24,2,0,0,0,112,49,36,0,16,331,17,0
"Virginia","Lynchburg City",2022,116,115,1,0,0,0,0,55,40,22,0,0,0,116,0
"Virginia","Madison",2022,358,335,23,0,0,0,0,93,49,40,0,0,351,7,0
"Virginia","Norfolk City",2022,361,358,3,0,0,0,0,62,34,17,2,266,0,92,1
"Virginia","Pittsylvania",2022,363,363,0,0,0,0,0,28,7,3,0,363,0,0,0
"Virginia","Prince Edward",2022,347,340,7,0,0,0,0,54,44,34,0,0,347,0,0
"Virginia","Prince William",2022,350,337,13,0,0,0,0,93,46,35,0,5,345,0,0
"Virginia","Richmond City",2022,365,330,35,0,0,0,0,63,50,33,2,91,0,272,0
"Virginia","Roanoke",2022,365,324,41,0,0,0,0,80,52,38,1,7,191,166,0
"Virginia","Rockbridge",2022,285,280,5,0,0,0,0,71,45,32,0,0,236,49,0
"Virginia","Rockingham",2022,365,354,11,0,0,0,0,74,45,34,0,101,227,37,0
"Virginia","Salem City",2022,121,116,5,0,0,0,0,62,44,25,0,0,0,121,0
"Virginia","Stafford",2022,362,351,11,0,0,0,0,74,44,35,0,0,361,0,1
"Virginia","Suffolk City",2022,245,234,10,1,0,0,0,115,47,38,0,0,245,0,0
"Virginia","Virginia Beach City",2022,109,103,6,0,0,0,0,63,45,25,0,0,0,109,0
"Virginia","Wythe",2022,245,232,13,0,0,0,0,77,47,39,0,0,245,0,0
"Washington","Adams",2022,365,336,25,2,2,0,0,159,40,14,0,0,0,365,0
"Washington","Asotin",2022,358,248,103,3,4,0,0,187,68,34,0,0,0,358,0
"Washington","Benton",2022,365,305,57,2,1,0,0,151,58,36,0,0,148,162,55
"Washington","Chelan",2022,365,287,55,8,13,2,0,265,70,25,0,0,0,365,0
"Washington","Clallam",2022,365,322,41,2,0,0,0,124,53,35,0,0,249,116,0
"Washington","Clark",2022,365,295,65,2,3,0,0,169,62,32,0,0,117,248,0
"Washington","Columbia",2022,365,336,25,4,0,0,0,135,48,36,0,0,284,81,0
"Washington","Cowlitz",2022,363,335,26,2,0,0,0,144,45,16,0,0,0,363,0
"Washington","Franklin",2022,328,299,26,0,3,0,0,165,47,18,0,0,0,328,0
"Washington","Garfield",2022,301,281,16,2,2,0,0,159,45,15,0,0,0,301,0
"Washington","Grant",2022,365,315,47,0,3,0,0,161,54,23,0,0,0,365,0
"Washington","Grays Harbor",2022,365,356,8,1,0,0,0,112,33,16,0,0,0,365,0
"Washington","Jefferson",2022,349,338,11,0,0,0,0,89,31,16,0,0,0,349,0
"Washington","King",2022,365,260,86,14,4,1,0,212,77,38,0,29,156,180,0
"Washington","Kitsap",2022,359,328,28,3,0,0,0,143,48,21,0,0,0,359,0
"Washington","Kittitas",2022,364,281,78,3,2,0,0,161,70,21,0,0,0,364,0
"Washington","Klickitat",2022,117,110,7,0,0,0,0,95,41,14,0,0,0,117,0
"Washington","Lewis",2022,365,310,45,7,3,0,0,186,62,19,0,0,0,365,0
"Washington","Mason",2022,365,323,39,3,0,0,0,125,52,17,0,0,0,365,0
"Washington","Okanogan",2022,365,227,133,4,0,1,0,224,70,39,0,0,0,365,0
"Washington","Pend Oreille",2022,234,225,9,0,0,0,0,78,40,20,0,0,0,234,0
"Washington","Pierce",2022,365,281,73,9,2,0,0,171,67,43,0,2,242,121,0
"Washington","Skagit",2022,365,339,21,4,1,0,0,175,43,29,0,0,171,194,0
"Washington","Snohomish",2022,362,256,83,13,6,3,1,306,75,30,0,0,0,362,0
"Washington","Spokane",2022,365,293,66,3,3,0,0,176,62,38,0,0,151,205,9
"Washington","Stevens",2022,365,253,104,7,1,0,0,152,70,34,0,0,0,299,66
"Washington","Thurston",2022,348,327,18,1,2,0,0,155,43,24,0,0,135,213,0
"Washington","Walla Walla",2022,365,313,49,2,1,0,0,151,54,20,0,0,0,233,132
"Washington","Whatcom",2022,343,310,24,3,5,1,0,218,49,31,0,0,213,130,0
"Washington","Whitman",2022,365,329,32,0,4,0,0,180,50,18,0,0,0,365,0
"Washington","Yakima",2022,365,233,126,5,1,0,0,156,79,38,0,0,0,363,2
"West Virginia","Berkeley",2022,275,252,23,0,0,0,0,87,49,37,0,0,210,65,0
"West Virginia","Brooke",2022,363,351,12,0,0,0,0,73,40,17,0,0,0,120,243
"West Virginia","Cabell",2022,282,260,22,0,0,0,0,93,48,37,0,0,232,50,0
"West Virginia","Gilmer",2022,110,108,2,0,0,0,0,71,47,37,0,0,110,0,0
"West Virginia","Greenbrier",2022,240,236,4,0,0,0,0,71,44,34,0,0,240,0,0
"West Virginia","Hancock",2022,365,334,31,0,0,0,0,100,48,33,0,0,226,58,81
"West Virginia","Harrison",2022,113,106,7,0,0,0,0,64,46,25,0,0,0,113,0
"West Virginia","Kanawha",2022,353,315,38,0,0,0,0,90,51,37,1,0,188,164,0
"West Virginia","Marion",2022,117,107,10,0,0,0,0,69,49,27,0,0,0,117,0
"West Virginia","Marshall",2022,361,250,111,0,0,0,0,99,66,40,0,0,0,361,0
"West Virginia","Monongalia",2022,280,264,16,0,0,0,0,77,47,36,0,0,229,51,0
"West Virginia","Ohio",2022,283,266,17,0,0,0,0,66,47,35,0,0,217,66,0
"West Virginia","Tucker",2022,364,352,12,0,0,0,0,77,47,35,0,0,360,4,0
"West Virginia","Wood",2022,281,258,22,1,0,0,0,108,49,37,0,0,226,55,0
"Wisconsin","Ashland",2022,364,347,17,0,0,0,0,74,45,34,0,0,313,51,0
"Wisconsin","Brown",2022,359,313,44,2,0,0,0,112,54,35,0,0,168,191,0
"Wisconsin","Columbia",2022,202,191,11,0,0,0,0,80,46,38,0,0,202,0,0
"Wisconsin","Dane",2022,365,300,65,0,0,0,0,90,58,38,0,0,143,220,2
"Wisconsin","Dodge",2022,365,313,52,0,0,0,0,93,56,38,0,0,251,113,1
"Wisconsin","Door",2022,205,176,24,5,0,0,0,147,71,36,0,0,205,0,0
"Wisconsin","Eau Claire",2022,365,318,47,0,0,0,0,79,52,36,0,0,159,206,0
"Wisconsin","Fond du Lac",2022,203,193,9,1,0,0,0,108,48,36,0,0,203,0,0
"Wisconsin","Forest",2022,363,337,26,0,0,0,0,74,47,36,0,0,295,68,0
"Wisconsin","Grant",2022,359,310,49,0,0,0,0,77,53,30,0,0,0,359,0
"Wisconsin","Jackson",2022,359,339,19,1,0,0,0,118,44,23,0,0,0,359,0
"Wisconsin","Jefferson",2022,200,185,15,0,0,0,0,87,49,38,0,0,200,0,0
"Wisconsin","Kenosha",2022,365,279,81,4,1,0,0,164,67,40,0,0,222,143,0
"Wisconsin","Kewaunee",2022,201,172,25,3,1,0,0,161,61,39,0,0,201,0,0
"Wisconsin","La Crosse",2022,365,320,45,0,0,0,0,83,53,35,0,0,163,202,0
"Wisconsin","Manitowoc",2022,198,167,25,4,2,0,0,182,71,38,0,0,198,0,0
"Wisconsin","Marathon",2022,205,197,8,0,0,0,0,64,46,35,0,0,205,0,0
"Wisconsin","Milwaukee",2022,365,250,109,6,0,0,0,143,67,43,0,6,187,154,18
"Wisconsin","Monroe",2022,364,337,26,1,0,0,0,132,45,24,0,0,0,364,0
"Wisconsin","Outagamie",2022,365,305,59,1,0,0,0,122,56,38,0,0,150,215,0
"Wisconsin","Ozaukee",2022,307,257,45,4,1,0,0,159,64,38,0,0,188,119,0
"Wisconsin","Racine",2022,202,165,34,2,1,0,0,164,67,40,0,0,202,0,0
"Wisconsin","Rock",2022,202,184,18,0,0,0,0,97,50,39,0,0,202,0,0
"Wisconsin","Sauk",2022,360,315,45,0,0,0,0,76,54,36,0,0,165,194,1
"Wisconsin","Sheboygan",2022,203,172,24,6,1,0,0,177,74,40,0,0,203,0,0
"Wisconsin","Taylor",2022,365,338,27,0,0,0,0,75,48,35,0,0,284,81,0
"Wisconsin","Vilas",2022,363,340,23,0,0,0,0,67,45,30,0,0,189,174,0
"Wisconsin","Walworth",2022,200,181,16,3,0,0,0,105,50,39,0,0,200,0,0
"Wisconsin","Waukesha",2022,363,279,80,4,0,0,0,126,58,40,0,0,147,214,2
"Wyoming","Albany",2022,365,226,135,2,2,0,0,159,67,48,0,17,278,1,69
"Wyoming","Big Horn",2022,362,356,6,0,0,0,0,64,46,38,0,0,362,0,0
"Wyoming","Campbell",2022,365,212,144,7,1,0,1,576,73,48,0,0,146,16,203
"Wyoming","Carbon",2022,361,361,0,0,0,0,0,27,18,9,0,361,0,0,0
"Wyoming","Converse",2022,365,314,51,0,0,0,0,90,54,40,0,1,298,0,66
"Wyoming","Fremont",2022,365,285,80,0,0,0,0,100,58,45,0,0,322,38,5
"Wyoming","Johnson",2022,365,350,14,1,0,0,0,101,48,39,0,1,353,0,11
"Wyoming","Laramie",2022,363,304,59,0,0,0,0,90,58,42,1,1,337,20,4
"Wyoming","Lincoln",2022,365,323,41,1,0,0,0,118,51,43,0,8,330,4,23
"Wyoming","Natrona",2022,365,320,45,0,0,0,0,97,54,42,0,0,358,7,0
"Wyoming","Park",2022,344,336,8,0,0,0,0,81,35,15,0,0,0,344,0
"Wyoming","Platte",2022,355,311,29,8,3,0,4,673,54,17,0,0,0,0,355
"Wyoming","Sheridan",2022,365,312,53,0,0,0,0,88,54,42,0,0,272,91,2
"Wyoming","Sublette",2022,365,306,58,1,0,0,0,105,54,44,0,0,360,5,0
"Wyoming","Sweetwater",2022,365,286,77,1,1,0,0,157,61,44,0,1,314,0,50
"Wyoming","Teton",2022,365,344,21,0,0,0,0,100,48,42,0,1,353,11,0
"Wyoming","Uinta",2022,365,363,2,0,0,0,0,55,17,7,0,0,0,0,365
"Wyoming","Weston",2022,363,344,19,0,0,0,0,64,48,40,0,0,363,0,0
